sentence,sentiment
shop chuẩn_bị hàng lâu quá đặt hỏa_tốc 21 h đêm trước mà mãi 17 h hôm sau mới giao hàng,negative
mình săn được giá rẻ,positive
máy chính hãng nhẹ hơn hẳn 13 promax đang dùng,positive
chụp màu sáng tự_nhiên không bị ánh vàng như 13 prm,positive
cá_nhân mình thấy pin máy tụt cũng nhanh không bằng pin 13 prm,positive
đáng xiềng để lên đời đó ạsmiling face with heartsthiết_kế sang_trọng và hiện_đại dung_lượng lưu_trữ ấn_tượng,positive
sản_phẩm dùng rất tốt_chuẩn chính hãng nhưng giá không hời,positive
sử_dụng tốt_liệu cao_cấp chip_a17 mạnh_mẽ cho việc đa_nhiệm mượt_mà thiết_kế sang_trọng và hiện_đại,positive
hiệu_năng mượt_mà và nhanh_chóng thời_lượng pin lâu_dài chip_a17 mạnh_mẽ cho việc đa_nhiệm mượt mà,positive
okok tốt_đẹp đẹp ạa cksnwjaockevqhaoxks,positive
hàng tốt new,positive
sử_dụng tốt_liệu cao_cấp chip_a17 mạnh_mẽ cho việc đa_nhiệm mượt mà chip_a17 mạnh_mẽ cho việc đa_nhiệm mượt mà,positive
hàng chính hãnh,
đóng_gói hàng hóa cẩn_thận,
thời_gian giao hàng nhanh,positive
hàng chính hãnh,
đóng_gói hàng hóa cẩn_thận,
thời_gian giao hàng nhanh,positive
tốt lượng chính hãng tốt_liệu màu đep giao hàng nhanh chứng_từ hóa_đơn đầy_đủ,positive
thời_lượng pin lâu_dài tốt_lượng camera ấn_tượng màu_sắc hiển_thị sống_động giao hàng nhanh_chóng và đáng tin_cậy chip_a17 mạnh_mẽ cho việc đa_nhiệm mượt mà hệ điều_hành ios tiện_lợi và dễ sử_dụng dung_lượng lưu_trữ ấn_tượng hiệu_năng mượt_mà và nhanh_chóng,positive
chip a17 mạnh_mẽ cho việc đa_nhiệm mượt_mà sử_dụng tốt_liệu cao_cấp thiết_kế sang_trọng và hiện_đại,positive
sản_phẩm tốt tốt_lượng đóng_gói y_như giỡi_thiệu,positive
cẩn_thận chu_đáo,negative
hệ điều_hành ios tiện_lợi và dễ sử_dụng tốt_lượng camera ấn_tượng dịch_vụ khách_hàng xuất_sắc,positive
màu_sắc hiển_thị sống_động thiết_kế sang_trọng và hiện_đại hiệu_năng mượt_mà và nhanh_chóng hệ điều_hành ios tiện_lợi và dễ sử_dụng,positive
dung_lượng lưu_trữ ấn_tượng hiệu_năng mượt_mà và nhanh_chóng,positive
thời_lượng pin lâu_dài tốt_lượng camera ấn_tượng màu_sắc hiển_thị sống_động,positive
thiết_kế sang_trọng và hiện_đại thời_lượng pin lâu_dài chip_a17 mạnh_mẽ cho việc đa_nhiệm mượt mà,negative
sử_dụng tốt_liệu cao_cấp giao hàng nhanh_chóng và đáng tin_cậy thời_lượng pin lâu_dài màu_sắc hiển_thị sống_động,positive
tốt lượng camera ấn_tượng chip_a17 mạnh_mẽ cho việc đa_nhiệm mượt_mà thời_lượng pin lâu_dài,positive
em để đệ_ẹ về che điện fefvie iê vjr vjr đi vjr vjr vjr đi vjr cơ_đốnc,positive
giao hàng nhanh_chóng và đáng tin_cậy dịch_vụ khách_hàng xuất_sắc,positive
hàng giao nhanh_gia tốt tôi rất hài_lòng hàng giao nhanh giá tốt,positive
sản_phẩm tốt đạt đúng theo yêu_cầu của nhà_sản_xuất giao hàng nhanh,positive
sản_phẩm tốt đạt đúng theo yêu_cầu của nhà_sản_xuất giao hàng nhanh,positive
hàng giao nhanh giá tốt tôi rất hài_lòng hàng cvh vc vhb hj v,positive
quả săn sale 1,negative
1 tốt_lượng thành_công nhất từ trc đến giờ của mình ship cực nhanh t đêm t7 mà cn mình nhận được r đóng_gói cẩn_thận vận_chuyển cũng cẩn_thận đó ạ ship có tâm,positive
sau khi dùng 1 tháng mình mới dám lên viết đgia ạ ” trộm_vía trộm_vía ạ,negative
sản_phẩm rất tốt hài_lòng đồng_gói chạch chân,positive
sản phấm đúng mô_tả giá sales hợp_lý giao hàng nhanh_chóng,positive
chip a17 mạnh_mẽ cho việc đa_nhiệm mượt_mà thiết_kế sang_trọng và hiện_đại tốt_lượng camera ấn_tượng,positive
chip a17 mạnh_mẽ cho việc đa_nhiệm mượt_mà sử_dụng tốt_liệu cao_cấp giao hàng nhanh_chóng và đáng tin_cậy giao hàng nhanh_chóng và đáng tin_cậy,positive
tính_năng tốt tốt lượng tốt tốt liệu có gì để chê đâu chỉ là giá quá cao nên mua sẽ tiếc chứ dùng thì thích quá dsi,positive
hàng hịn,
giao hơi lâu do từ hcm,negative
hồi_hộp thật nhưng ưng lắm,positive
đã dùng 1 m ms review,positive
ảnh minh_họa do mình đang dùng máy r,positive
nhẹ hơn so với các đời promax khác mà mình dùng trvia đến thơi_điểm này chưa có isue gì,
hiệu_năng mượt_mà và nhanh_chóng hệ điều_hành ios tiện_lợi và dễ sử_dụng màu_sắc hiển_thị sống_động dịch_vụ khách_hàng xuất_sắc,positive
đúng như miêu_tả hàng còn nguyên tem_mới lần sau ủng_hộ shop tiếp,negative
thiết_kế sang_trọng và hiện_đại hiệu_năng mượt_mà và nhanh_chóng màu_sắc hiển_thị sống_động_hệ điều_hành ios tiện_lợi và dễ sử_dụng,positive
máy uy_tín ngon tốt lượng,positive
tuyet vời,positive
shop đóng_gói hơi lâu_xíu dùng tít không lỗi lầm_máy không nóng như lời đồn,negative
sử_dụng tốt_liệu cao_cấp màu_sắc hiển_thị sống_động dung_lượng lưu_trữ ấn_tượng,positive
hệ điều_hành ios tiện_lợi và dễ sử_dụng sử_dụng tốt_liệu cao_cấp,positive
giao hàng hơi lâu nhưng giá_cả oke hàng chính hãng nên không có gì nxet,negative
hàng nhận đúng,positive
điện_thoại chính hãng aple đóng_gói kỹ_đẹp rất hài_lòng với điện_thoại đã mua,positive
máy đẹp thời_lượng pin lâu_dài giao hàng nhanh_chóng và đáng tin_cậy,positive
hàng nhận đẹp đúng như mô_tả đóng_gói cẩn_thận,positive
giao hàng nhanh,positive
mua 12/12 ngày 16/12 nhận được shop bao_bọc kĩ có gởi hóa_đơn bán hàng vào email tốt_lượng chờ thời_gian như_thế_nào,positive
chuẩn hãng nguyên siu_mã vn,positive
dùng hơn 1 tuần rồi quá ok,positive
hàng đầy_đủ không bị móp_méo gì cả,negative
nhân_viên giao nhanh,positive
đã sử_dụng 1 tuần và thấy rất hài_lòng,positive
lzd đóng hàng rất kỹ_tem_mới tag đầy_đủ,positive
ngoại_hình đẹp mỏng nhẹ sang xịn mịn chơi game 5 tiếng 1 ngày thì ngày sạc 1 lần vô_tư,positive
quá ưng cái màu đen này sang xĩu,positive
nói_chung là 10 đ không có nhưng nha mấy ní,
húp liền đi,positive
giao hàng nhanh_chóng và đáng tin_cậy dung_lượng lưu_trữ ấn_tượng sử_dụng tốt_liệu cao_cấp hiệu_năng mượt_mà và nhanh_chóng,positive
đừng nói yêu đến phát điên rồi vẫn cứ hồn_nhiên phản_bội,negative
đừng đua đòi theo xã_hội sống bằng bộ_mặt vô_tội giả nai,negative
sản_phẩm chính hãng,
thumbs up,negative
hàng đóng_gói rất đẹp,positive
quả_nhiên người bán đã gửi_gắm rất nhiều tâm_tư và tình_cảm trong lúc gói hàng,positive
hộp không có dấu_hiệu bị móp chứng_tỏ bộ_phận vận_chuyển đã nâng như nâng trứng hứng như hứng hoa,negative
xin nghiêng_mình cảm_ơn vì tất_cả,
shop giao khá chậm mặc_dù đã chọn giao hỏa_tốc nhưng không sao vẫn giao kịp lúc mình cần,negative
hàng chuẩn chính hãng giao hàng siêu nhanh đạt 12/12 và 13/12 đã nhận được hàng,positive
cản on shop,
mua gia 32 trieu nhan ngay 12,
12 ban 256 gi mau_ti tan_tu nhien,
anh_em mua sau tham_khao nhe,negative
giao hàng nhanh_chóng giá tốt đóng_gói cẩn_thận nhận đầy_đủ tem_mới của lazada,positive
tính_năng run thiệt_sự nhưng cũng đã được cầm trên tay huhuh dui quá chời dui gòi,positive
chip a17 mạnh_mẽ cho việc đa_nhiệm mượt_mà giao hàng nhanh_chóng và đáng tin_cậy,positive
tốt OK buton OK_buton OK_buton OK_buton OK_buton OK_buton OK_buton OK_buton OK_buton OK_buton OK_buton OK_buton OK_buton OK_buton OK_buton OK_buton OK_buton OK_buton OK_buton OK buton tốt OK buton OK_buton OK_buton OK_buton OK_buton OK_buton OK_buton OK_buton OK buton,positive
tốt lượng giao hàng nhanh đóng hàng đẹp,positive
shop nhiệt_tình đúng hạn,
cảm_ơn shop,
tính_năng tuyệt_vời vì đã mua được hàng chín hãng và giá hời,positive
tính_năng của điện_thoại thì mọi người đã xài iphone chính hãng sẽ biết nó như_thế_nào,negative
tốt lượng hình_ảnh chỉ mang tính tốt nhận xu,positive
chip a17 mạnh_mẽ cho việc đa_nhiệm mượt mà,positive
tốt lượng tốt máy chính hãng giao rất nhanh,positive
nguyên tem_mới của aple và tem_mới của lazada,negative
giao hàng rất uy_tín cẩn_thận vì giá_trị lớn nên shiper xác_minh rất kỹ,positive
tks shop và lazada,
yếuhshshshshsvahjakansbsbsbdbsbsbsbsbjskfkfbdbwnw,negative
shop chuẩn_bị hàng nhanh đóng_gói cẩn_thận săn lzd được_giá quá hời,positive
tính_năng tuyệt_vời tốt_lượng tuyệt_vời tốt_liệu rất tốt_nha,positive
chip a17 mạnh_mẽ cho việc đa_nhiệm mượt_mà thiết_kế sang_trọng và hiện_đại tốt_lượng camera ấn_tượng màu_sắc hiển_thị sống_động,positive
giao hàng nhanh_chóng và đáng tin_cậy thời_lượng pin lâu_dài,positive
dragon face minigame nhận lịch vpbank thịnh_vượng cả năm nhanh tay săn những bộ_lịch xinh_đẹp của vpbank_sắc việt nguyên_bản tinh_hoa thịnh_vượng nhé cả nhà ơi bạn chỉ cần thực_hiện 2 bước siêu đơn_giản smal orange diamond b1 like page vpbank like và chia_sẻ post này về trang cá_nhân ở chế_độ công_khai kèm hashtag lovevpbank sacvietnguyenban tinhoathinhvuong smal orange diamond_b2 bình_luận lovevpbank tại bài viết này,positive
wraped gift 03 bộ lịch vip sẽ dành tặng các bạn có lượt trả_lời reply nhiều nhất,
lượt reply cần có nội_dung lovevpbank,
wraped gift 15 bộ lịch_đại sẽ dành tặng cho 15 bạn may_mắn tại post này,
pushpin thời_gian diễn ra minigame từ nay đến hết 18/12/2023,negative
gren heart còn chần_chờ gì nữa săn lịch vpbank thịnh_vượng cả năm,
thời_lượng pin lâu dàithiết_kế sang_trọng và hiện đạimàu_sắc hiển_thị sống độnghiệu_năng mượt_mà và nhanh_chóng,positive
tính_năng tốt_liêu tốt,positive
tính_năng rất nhạt tốt_lượng rất tốt tốt_liệu tốt,positive
tốt lượng áp tốt,positive
hàng nguyên_tem_mới lazada yên_tâm mua,
lần đầu mua hàng giá_trị cao trên laz mà nhận hàng rất yên_tâm,
tốt lượng gof,positive
đóng goi cẩn_thận,negative
giao hàng quá nhanh,positive
tốt_liệu rất đáng tiền để sử_dụng giao hàng nhanh đóng_gói sản_phẩm đẹp cực_kỳ hài_lòng tốt_lượng sản_phẩm,positive
thiết_kế sang_trọng và hiện_đại giao hàng nhanh_chóng và đáng tin_cậy dung_lượng lưu_trữ ấn_tượng,positive
hàng giao nhanh giá tốt tôi rất hài_lòng hàng cvh vc vhb hj v,positive
quá tốt mua hàng lazada từ đời iphone 1 zùi năm nào mình cũng_nên đời cùng lazada nên tên tâm nhé,positive
tuyệt …,positive
giao hàng nhanh_chóng và đáng tin_cậy thời_lượng pin lâu_dài hiệu_năng mượt_mà và nhanh_chóng tốt_lượng camera ấn_tượng màu_sắc hiển_thị sống_động,positive
ship nhanh máy tốt lượngthumbs upthumbs upthumbs up,positive
tốt lượng camera ấn_tượng,positive
tốt ngon tốt_lượng tuyệt_vời,positive
thiết_kế sang_trọng và hiện_đại dung_lượng lưu_trữ ấn_tượng dịch_vụ khách_hàng xuất_sắc thời_lượng pin lâu_dài,negative
oke ngon_mượt 3 dùng không vấn_đề gì nhân_viên tư_vấn nhiệt_tình,negative
hàng aple thì không phải bàn_cãi,negative
nhưng giao hàng_không đúng cam_kết với thời_gian giao,negative
máy đẹp mua được đợt sale 1 1 giá khá ok,positive
giao hàng 10 ngày chờ quá lâu,negative
sản_phẩm thơm mát,
săn sale giá tốt,positive
giao nhanh đóng_gói cẩn_thận,positive
dung_lượng lưu_trữ ấn_tượng hiệu_năng mượt_mà và nhanh_chóng,positive
quá uy_tín,positive
shop mal nên ok,
máy mới hàng giao_hơi chậm vì ship từ sg,negative
mua sản_phẩm bên lần thứ 3 rồi chưa tính mấy lần mua củ sạc giao hàng lazada nice hàng chính hãng,
thiết_kế sang_trọng và hiện_đại màu_sắc hiển_thị sống_động giao hàng nhanh_chóng và đáng tin_cậy,positive
cam_on rất nhiều sản_phẩm tốt quá,positive
tiếp_tục ungr hộ nhiều nhiều,
tốt lượng tuyêt_vời shop ơi hàng chuẩn không phải suy_nghĩ,positive
convenient and_user friendly ios operating_system impresive camera quality,
mua được_giá 32 hôm 1,
1 nói_chung ưng ý_điểm trừ là hẹn giao 14,
1 lùi thành 17,negative
1,negative
sản_phẩm giao_lâu đóng_gói kỹ chính hãng săn sale giá rẻ ok,negative
hệ điều_hành ios tiện_lợi và dễ sử_dụng chip_a17 mạnh_mẽ cho việc đa_nhiệm mượt_mà thời_lượng pin lâu_dài giao hàng nhanh_chóng và đáng tin_cậy,positive
hiệu_năng mượt_mà và nhanh_chóng thời_lượng pin lâu_dài chip_a17 mạnh_mẽ cho việc đa_nhiệm mượt mà hệ điều_hành ios tiện_lợi và dễ sử_dụng giao hàng nhanh_chóng và đáng tin_cậy giao hàng nhanh_chóng và đáng tin_cậy,positive
thiết_kế sang_trọng và hiện_đại thời_lượng pin lâu_dài dung_lượng lưu_trữ ấn_tượng,negative
tốt tốt tốt_lượng tuyệt_vời hệ điều_hành ios tiện_lợi và dễ sử_dụng dung_lượng lưu_trữ ấn_tượng dịch_vụ khách_hàng xuất_sắc sử_dụng tốt_liệu cao_cấp,positive
lần đầu trải_nghiệm mua điện thoai iphone qua lazada nhiều người bảo sao liều vậy hàng giá_trị cao mà nhưng mình rất yên_tâm và tin_tưởng lazada,
hàng nhận không làm mình thất_vọng,
giá sale 1,negative
1 rẻ hơn shiper quá tốt cảm_ơn lazada,positive
hệ điều_hành ios tiện_lợi và dễ sử_dụng màu_sắc hiển_thị sống_động thiết_kế sang_trọng và hiện_đại chip a17 mạnh_mẽ cho việc đa_nhiệm mượt_mà chụp ảnh đẹp,positive
